563            |0 4 3 8 5 3 6 10 6 8.3
kipar          |4 0 4.5 3 4 5 3 1 3 7.2
fantomass      |4.5 1 0 4 7 9 5 3 5 8.3
Daimos         |5.5 6 5.5 0 7 8 4 10 8 8.1
Джек Аллигатор |2 2 3 2 0 1 3 2 2
PlusMinus      |7.4 8 4.25 7 9 0 5 4 9 8
romanshuvalov  |7 5 5.5 6 9 7 0 6 7 6.9
aliskda        |6 9 5.5 10 10 10 10 0 10
SpiritFalcoN   |5 7 4.5 6 6 5 4 4 0 7.5
AquaRoman      |5.7 3 3.25 1 1 1 1 1 4 0
